id_venta,producto,cantidad,precio_unitario,vendedor
1835,Auriculares,11,80,Elena
1836,Router,12,75,Isabel
1837,Monitor,10,200,Beatriz
1838,Parlantes,12,110,Beatriz
1839,Switch,12,95,Beatriz
1840,Impresora,13,250,Isabel
1841,USB Hub,10,30,Carlos
1842,Webcam,10,60,Beatriz
1843,Teclado,7,45,Carlos
1844,Laptop,14,1500,Carlos
1845,USB Hub,9,30,Fernando
1846,Impresora,4,250,Jose
1847,Monitor,16,200,Ana
1848,Router,1,75,Gabriela
1849,Mouse,19,20,Diego
1850,Auriculares,16,80,Elena
1851,Teclado,13,45,Fernando
1852,Switch,18,95,Diego
1853,Auriculares,9,80,Elena
1854,RAM,6,90,Carlos
1855,SSD,7,120,Fernando
1856,Auriculares,9,80,Jose
1857,Laptop,12,1500,Fernando
1858,Router,10,75,Gabriela
1859,Parlantes,12,110,Ana
1860,Tablet,19,350,Gabriela
1861,RAM,12,90,Diego
1862,Microfono,10,70,Diego
1863,Webcam,4,60,Diego
1864,RAM,19,90,Isabel
1865,Webcam,13,60,Jose
1866,Parlantes,16,110,Hugo
1867,USB Hub,4,30,Fernando
1868,Tablet,14,350,Diego
1869,Router,14,75,Gabriela
1870,Teclado,10,45,Carlos
1871,SSD,4,120,Elena
1872,Mouse,19,20,Fernando
1873,Microfono,2,70,Diego
1874,Monitor,14,200,Beatriz
1875,Parlantes,18,110,Carlos
1876,Webcam,17,60,Carlos
1877,Mouse,9,20,Ana
1878,Monitor,15,200,Beatriz
1879,Monitor,19,200,Gabriela
1880,SSD,6,120,Isabel
1881,RAM,2,90,Beatriz
1882,Mouse,5,20,Hugo
1883,Mouse,1,20,Fernando
1884,Router,2,75,Diego
1885,Laptop,18,1500,Diego
1886,Switch,4,95,Gabriela
1887,Teclado,19,45,Ana
1888,Monitor,20,200,Isabel
1889,Tablet,3,350,Jose
1890,Microfono,5,70,Ana
1891,Auriculares,8,80,Hugo
1892,Auriculares,12,80,Diego
1893,SSD,2,120,Gabriela
1894,Router,9,75,Jose
1895,RAM,20,90,Hugo
1896,Microfono,20,70,Fernando
1897,Impresora,16,250,Jose
1898,SSD,20,120,Jose
1899,Switch,5,95,Carlos
1900,RAM,10,90,Carlos
1901,Tablet,4,350,Hugo
1902,Teclado,14,45,Jose
1903,Webcam,11,60,Carlos
1904,Switch,9,95,Ana
1905,Mouse,8,20,Beatriz
1906,Auriculares,16,80,Beatriz
1907,Webcam,5,60,Isabel
1908,Router,13,75,Gabriela
1909,Microfono,14,70,Fernando
1910,Microfono,14,70,Beatriz
1911,Impresora,8,250,Elena
1912,Microfono,18,70,Isabel
1913,Router,19,75,Ana
1914,Microfono,14,70,Ana
1915,Impresora,5,250,Beatriz
1916,Teclado,3,45,Hugo
1917,RAM,11,90,Carlos
1918,Router,15,75,Ana
1919,Mouse,13,20,Fernando
1920,Tablet,8,350,Carlos
1921,Monitor,8,200,Carlos
1922,Laptop,17,1500,Ana
1923,Monitor,16,200,Isabel
1924,Parlantes,8,110,Isabel
1925,SSD,15,120,Elena
1926,Teclado,20,45,Fernando
1927,USB Hub,15,30,Isabel
1928,Switch,3,95,Ana
1929,Parlantes,19,110,Gabriela
1930,Auriculares,2,80,Diego
1931,Mouse,16,20,Beatriz
1932,RAM,13,90,Gabriela
1933,RAM,6,90,Gabriela
1934,RAM,20,90,Gabriela
1935,Impresora,12,250,Ana
1936,SSD,4,120,Diego
1937,SSD,15,120,Hugo
1938,Auriculares,4,80,Fernando
1939,SSD,7,120,Elena
1940,RAM,7,90,Diego
1941,Monitor,15,200,Beatriz
1942,Parlantes,13,110,Hugo
1943,SSD,5,120,Diego
1944,Monitor,11,200,Elena
1945,Monitor,2,200,Carlos
1946,USB Hub,19,30,Elena
1947,Switch,14,95,Fernando
1948,Tablet,10,350,Fernando
1949,SSD,13,120,Ana
1950,Webcam,10,60,Gabriela
1951,Impresora,8,250,Diego
1952,Parlantes,11,110,Carlos
1953,Auriculares,8,80,Carlos
1954,Laptop,18,1500,Isabel
1955,Auriculares,5,80,Elena
1956,Monitor,10,200,Jose
1957,SSD,14,120,Hugo
1958,USB Hub,13,30,Hugo
1959,Teclado,10,45,Gabriela
1960,SSD,15,120,Carlos
1961,Teclado,18,45,Gabriela
1962,Mouse,18,20,Gabriela
1963,Parlantes,5,110,Ana
1964,Switch,13,95,Diego
1965,SSD,15,120,Jose
1966,Impresora,12,250,Elena
1967,Webcam,3,60,Elena
1968,Tablet,2,350,Jose
1969,Laptop,7,1500,Isabel
1970,Tablet,2,350,Hugo
1971,Auriculares,7,80,Carlos
1972,Webcam,16,60,Elena
1973,Mouse,15,20,Diego
1974,USB Hub,9,30,Beatriz
1975,Webcam,8,60,Diego
1976,Monitor,12,200,Ana
1977,USB Hub,12,30,Elena
1978,Auriculares,18,80,Elena
1979,Mouse,8,20,Hugo
1980,Parlantes,4,110,Beatriz
1981,Mouse,5,20,Ana
1982,USB Hub,5,30,Hugo
1983,Router,7,75,Diego
1984,Monitor,14,200,Isabel
1985,Auriculares,20,80,Beatriz
1986,Laptop,12,1500,Isabel
1987,Auriculares,6,80,Diego
1988,Microfono,15,70,Ana
1989,USB Hub,2,30,Diego
1990,Auriculares,5,80,Carlos
1991,Mouse,3,20,Jose
1992,Switch,4,95,Beatriz
1993,SSD,14,120,Carlos
1994,Monitor,2,200,Ana
1995,Teclado,11,45,Fernando
1996,Switch,10,95,Isabel
1997,USB Hub,10,30,Ana
1998,Tablet,12,350,Jose
1999,Tablet,2,350,Gabriela
2000,USB Hub,17,30,Jose
2001,Impresora,12,250,Hugo
2002,Tablet,11,350,Isabel
2003,SSD,11,120,Gabriela
2004,Microfono,6,70,Carlos
2005,Mouse,8,20,Hugo
2006,SSD,11,120,Hugo
2007,Microfono,6,70,Carlos
2008,Router,14,75,Ana
2009,Teclado,12,45,Diego
2010,Switch,6,95,Diego
2011,Switch,17,95,Fernando
2012,USB Hub,3,30,Beatriz
2013,Router,18,75,Jose
2014,Laptop,17,1500,Hugo
2015,Auriculares,16,80,Ana
2016,Webcam,2,60,Ana
2017,Teclado,4,45,Hugo
2018,USB Hub,1,30,Fernando
2019,Auriculares,14,80,Beatriz
2020,Switch,8,95,Diego
2021,Switch,9,95,Ana
2022,Tablet,11,350,Elena
2023,Webcam,13,60,Jose
2024,Auriculares,11,80,Hugo
2025,Webcam,5,60,Diego
2026,RAM,8,90,Hugo
2027,Webcam,2,60,Beatriz
2028,Microfono,16,70,Diego
2029,USB Hub,14,30,Elena
2030,Laptop,19,1500,Isabel
2031,Webcam,14,60,Elena
2032,Impresora,9,250,Elena
2033,Teclado,5,45,Elena
2034,RAM,11,90,Gabriela
2035,Impresora,11,250,Isabel
2036,Webcam,18,60,Jose
2037,Tablet,14,350,Jose
2038,Webcam,5,60,Isabel
2039,Impresora,18,250,Beatriz
2040,Mouse,13,20,Beatriz
2041,Laptop,12,1500,Beatriz
2042,Monitor,10,200,Elena
2043,Impresora,15,250,Gabriela
2044,Impresora,9,250,Gabriela
2045,USB Hub,1,30,Carlos
2046,Tablet,14,350,Fernando
2047,Router,12,75,Carlos
2048,Teclado,20,45,Ana
2049,Monitor,13,200,Isabel
2050,Impresora,9,250,Gabriela
2051,Monitor,11,200,Gabriela
2052,Laptop,5,1500,Diego
2053,Auriculares,15,80,Carlos
2054,Switch,15,95,Diego
2055,Router,4,75,Diego
2056,Mouse,4,20,Carlos
2057,SSD,1,120,Isabel
2058,RAM,15,90,Beatriz
2059,Impresora,15,250,Beatriz
2060,Laptop,7,1500,Gabriela
2061,Auriculares,17,80,Jose
2062,SSD,18,120,Beatriz
2063,Router,17,75,Carlos
2064,Auriculares,8,80,Gabriela
2065,Router,10,75,Carlos
2066,RAM,6,90,Jose
2067,Teclado,15,45,Hugo
2068,Parlantes,9,110,Diego
2069,Parlantes,15,110,Jose
2070,Router,14,75,Diego
2071,Tablet,19,350,Gabriela
2072,Parlantes,14,110,Fernando
2073,Mouse,11,20,Carlos
2074,Tablet,15,350,Fernando
2075,Parlantes,10,110,Ana
2076,Webcam,18,60,Diego
2077,Tablet,13,350,Fernando
2078,Teclado,3,45,Fernando
2079,Teclado,5,45,Carlos
2080,Parlantes,12,110,Diego
2081,Webcam,9,60,Gabriela
2082,Router,2,75,Beatriz
2083,Mouse,8,20,Ana
2084,Auriculares,20,80,Gabriela
2085,SSD,6,120,Isabel
2086,Monitor,8,200,Isabel
2087,Teclado,19,45,Isabel
2088,Router,12,75,Elena
2089,Teclado,9,45,Ana
2090,Parlantes,11,110,Hugo
2091,Tablet,10,350,Carlos
2092,Monitor,18,200,Ana
2093,Auriculares,9,80,Diego
2094,Router,10,75,Gabriela
2095,Teclado,11,45,Gabriela
2096,USB Hub,15,30,Isabel
2097,RAM,2,90,Elena
2098,Teclado,20,45,Isabel
2099,Monitor,7,200,Ana
2100,Mouse,17,20,Carlos
2101,Monitor,6,200,Ana
2102,Auriculares,7,80,Ana
2103,Microfono,13,70,Isabel
2104,Teclado,6,45,Hugo
2105,Laptop,6,1500,Beatriz
2106,Parlantes,13,110,Fernando
2107,Teclado,1,45,Diego
2108,Switch,7,95,Diego
2109,Impresora,9,250,Beatriz
2110,USB Hub,2,30,Gabriela
2111,Monitor,12,200,Carlos
2112,RAM,8,90,Isabel
2113,Auriculares,5,80,Isabel
2114,Microfono,5,70,Isabel
2115,Router,3,75,Diego
2116,Microfono,8,70,Isabel
2117,Switch,9,95,Hugo
2118,Webcam,7,60,Ana
2119,SSD,11,120,Carlos
2120,Impresora,18,250,Elena
2121,Teclado,11,45,Ana
2122,Laptop,1,1500,Jose
2123,Microfono,18,70,Isabel
2124,Parlantes,11,110,Diego
2125,Switch,20,95,Elena
2126,Teclado,7,45,Ana
2127,Tablet,12,350,Jose
2128,Router,13,75,Fernando
2129,Microfono,18,70,Diego
2130,Teclado,14,45,Elena
2131,Laptop,6,1500,Ana
2132,Microfono,12,70,Isabel
2133,Impresora,12,250,Isabel
2134,Webcam,13,60,Ana
2135,Laptop,2,1500,Jose
2136,Microfono,7,70,Carlos
2137,Parlantes,13,110,Diego
2138,Mouse,18,20,Carlos
2139,Webcam,3,60,Hugo
2140,Teclado,19,45,Elena
2141,Auriculares,8,80,Beatriz
2142,Impresora,18,250,Gabriela
2143,Microfono,6,70,Hugo
2144,Teclado,9,45,Jose
2145,USB Hub,9,30,Ana
2146,Impresora,17,250,Fernando
2147,Webcam,2,60,Carlos
2148,Auriculares,17,80,Ana
2149,Tablet,2,350,Carlos
2150,Switch,9,95,Fernando
2151,USB Hub,17,30,Beatriz
2152,Monitor,1,200,Fernando
2153,Microfono,5,70,Elena
2154,USB Hub,8,30,Beatriz
2155,Tablet,5,350,Fernando
2156,Microfono,15,70,Diego
2157,Teclado,4,45,Isabel
2158,Webcam,12,60,Isabel
2159,Impresora,1,250,Elena
2160,Teclado,19,45,Carlos
2161,Tablet,15,350,Ana
2162,Monitor,15,200,Isabel
2163,Auriculares,9,80,Carlos
2164,Router,6,75,Carlos
2165,Router,19,75,Hugo
2166,Auriculares,19,80,Ana
2167,Teclado,18,45,Elena
2168,SSD,1,120,Jose
2169,Router,7,75,Carlos
2170,Webcam,3,60,Gabriela
2171,RAM,18,90,Fernando
2172,RAM,1,90,Diego
2173,Microfono,19,70,Carlos
2174,Monitor,5,200,Hugo
2175,Auriculares,17,80,Elena
2176,Parlantes,3,110,Hugo
2177,Mouse,4,20,Hugo
2178,Auriculares,6,80,Jose
2179,Mouse,18,20,Diego
2180,Teclado,17,45,Gabriela
2181,Monitor,20,200,Ana
2182,Impresora,13,250,Carlos
2183,RAM,12,90,Hugo
2184,Teclado,18,45,Jose
2185,Impresora,1,250,Jose
2186,RAM,9,90,Fernando
2187,RAM,3,90,Diego
2188,Impresora,19,250,Ana
2189,Mouse,1,20,Diego
2190,Parlantes,5,110,Elena
2191,Auriculares,17,80,Isabel
2192,Mouse,13,20,Gabriela
2193,Teclado,12,45,Ana
2194,Router,6,75,Elena
2195,Teclado,8,45,Gabriela
2196,Switch,9,95,Fernando
2197,SSD,20,120,Fernando
2198,USB Hub,2,30,Jose
2199,Webcam,17,60,Elena
2200,RAM,18,90,Isabel
2201,USB Hub,18,30,Carlos
2202,Tablet,2,350,Fernando
2203,Webcam,18,60,Gabriela
2204,Laptop,15,1500,Diego
2205,Tablet,4,350,Isabel
2206,Switch,12,95,Ana
2207,Mouse,14,20,Elena
2208,Webcam,2,60,Isabel
2209,RAM,9,90,Gabriela
2210,Laptop,12,1500,Isabel
2211,Monitor,6,200,Carlos
2212,Teclado,19,45,Diego
2213,Webcam,15,60,Isabel
2214,Microfono,3,70,Elena
2215,Impresora,9,250,Beatriz
2216,Microfono,12,70,Carlos
2217,USB Hub,3,30,Fernando
2218,RAM,9,90,Jose
2219,Parlantes,13,110,Carlos
2220,USB Hub,5,30,Isabel
2221,SSD,20,120,Diego
2222,Microfono,15,70,Carlos
2223,Router,1,75,Diego
2224,USB Hub,13,30,Elena
2225,Laptop,5,1500,Elena
2226,Webcam,1,60,Elena
2227,Teclado,2,45,Hugo
2228,Router,11,75,Carlos
2229,Monitor,3,200,Fernando
2230,Mouse,1,20,Jose
2231,Webcam,20,60,Jose
2232,Parlantes,9,110,Diego
2233,Parlantes,9,110,Jose
2234,Laptop,9,1500,Jose
2235,Auriculares,19,80,Jose
2236,Router,5,75,Gabriela
2237,Router,7,75,Ana
2238,Monitor,9,200,Elena
2239,Teclado,6,45,Isabel
2240,Switch,9,95,Carlos
2241,Microfono,9,70,Hugo
2242,RAM,10,90,Elena
2243,Tablet,14,350,Gabriela
2244,Webcam,6,60,Hugo
2245,Tablet,1,350,Isabel
2246,Teclado,5,45,Fernando
2247,Tablet,12,350,Beatriz
2248,Auriculares,18,80,Isabel
2249,Teclado,9,45,Ana
2250,Webcam,6,60,Carlos
2251,Monitor,3,200,Diego
2252,Monitor,9,200,Ana
2253,Microfono,17,70,Beatriz
2254,Webcam,2,60,Jose
2255,Laptop,9,1500,Gabriela
2256,Router,3,75,Isabel
2257,Webcam,11,60,Ana
2258,Router,12,75,Ana
2259,Auriculares,5,80,Ana
2260,SSD,12,120,Fernando
2261,Impresora,12,250,Carlos
2262,Router,18,75,Carlos
2263,USB Hub,18,30,Fernando
2264,Router,18,75,Carlos
2265,Impresora,17,250,Beatriz
2266,Router,19,75,Isabel
2267,USB Hub,9,30,Ana
2268,RAM,7,90,Ana
2269,Teclado,13,45,Hugo
2270,RAM,14,90,Gabriela
2271,Auriculares,16,80,Jose
2272,Mouse,19,20,Ana
2273,Impresora,4,250,Diego
2274,Auriculares,7,80,Isabel
2275,Auriculares,6,80,Diego
2276,Laptop,11,1500,Diego
2277,Teclado,11,45,Elena
2278,Tablet,19,350,Gabriela
2279,Monitor,20,200,Beatriz
2280,Impresora,16,250,Fernando
2281,Webcam,5,60,Diego
2282,Monitor,8,200,Hugo
2283,Microfono,18,70,Elena
2284,SSD,2,120,Isabel
2285,Webcam,12,60,Ana
2286,Router,14,75,Gabriela
2287,Parlantes,1,110,Hugo
2288,Microfono,5,70,Fernando
2289,Switch,18,95,Hugo
2290,Router,17,75,Carlos
2291,Webcam,2,60,Fernando
2292,Parlantes,18,110,Ana
2293,Webcam,3,60,Isabel
2294,Teclado,12,45,Hugo
2295,Mouse,12,20,Gabriela
2296,Mouse,11,20,Gabriela
2297,Monitor,13,200,Gabriela
2298,USB Hub,7,30,Hugo
2299,Webcam,1,60,Beatriz
2300,Microfono,17,70,Gabriela
2301,Auriculares,4,80,Fernando
2302,SSD,7,120,Gabriela
2303,Switch,20,95,Beatriz
2304,Mouse,9,20,Isabel
2305,Impresora,20,250,Ana
2306,USB Hub,8,30,Fernando
2307,Mouse,5,20,Isabel
2308,RAM,11,90,Gabriela
2309,SSD,2,120,Fernando
2310,SSD,4,120,Beatriz
2311,Microfono,4,70,Gabriela
2312,Impresora,18,250,Diego
2313,RAM,13,90,Elena
2314,SSD,18,120,Hugo
2315,Impresora,10,250,Gabriela
2316,Switch,8,95,Diego
2317,Impresora,12,250,Gabriela
2318,RAM,16,90,Diego
2319,Monitor,2,200,Hugo
2320,Mouse,14,20,Beatriz
2321,Router,15,75,Gabriela
2322,Laptop,19,1500,Isabel
2323,Teclado,3,45,Diego
2324,Impresora,20,250,Gabriela
2325,Auriculares,7,80,Gabriela
2326,Monitor,14,200,Isabel
2327,Auriculares,13,80,Beatriz
2328,Tablet,14,350,Jose
2329,USB Hub,5,30,Ana
2330,Switch,15,95,Hugo
2331,Monitor,20,200,Beatriz
2332,Router,3,75,Ana
2333,Webcam,10,60,Jose
2334,Tablet,4,350,Carlos
2335,Parlantes,9,110,Diego
2336,Webcam,2,60,Jose
2337,Laptop,1,1500,Jose
2338,RAM,14,90,Gabriela
2339,USB Hub,6,30,Beatriz
2340,Laptop,4,1500,Gabriela
2341,Monitor,2,200,Beatriz
2342,SSD,13,120,Ana
2343,Tablet,9,350,Ana
2344,Tablet,3,350,Beatriz
2345,Monitor,3,200,Hugo
2346,RAM,8,90,Ana
2347,Tablet,9,350,Isabel
2348,Teclado,8,45,Diego
2349,Auriculares,7,80,Ana
2350,Microfono,1,70,Carlos
2351,Impresora,1,250,Elena
2352,Laptop,10,1500,Isabel
2353,Webcam,12,60,Gabriela
2354,Mouse,19,20,Ana
2355,Auriculares,20,80,Jose
2356,Mouse,11,20,Carlos
2357,Tablet,17,350,Gabriela
2358,Tablet,10,350,Ana
2359,Teclado,5,45,Beatriz
2360,Parlantes,1,110,Ana
2361,Microfono,2,70,Diego
2362,Router,17,75,Diego
2363,Laptop,1,1500,Beatriz
2364,Webcam,20,60,Elena
2365,Webcam,19,60,Hugo
2366,Auriculares,12,80,Hugo
2367,Auriculares,14,80,Ana
2368,USB Hub,5,30,Carlos
2369,Parlantes,4,110,Ana
2370,Laptop,6,1500,Diego
2371,Parlantes,11,110,Jose
2372,Parlantes,15,110,Carlos
2373,Switch,8,95,Isabel
2374,Parlantes,16,110,Elena
2375,Parlantes,11,110,Hugo
2376,Webcam,18,60,Beatriz
2377,Mouse,13,20,Fernando
2378,Teclado,14,45,Ana
2379,RAM,5,90,Elena
2380,Impresora,13,250,Fernando
2381,Monitor,4,200,Fernando
2382,Monitor,16,200,Diego
2383,Teclado,3,45,Carlos
2384,Mouse,5,20,Ana
2385,SSD,13,120,Carlos
2386,Teclado,4,45,Ana
2387,Webcam,13,60,Gabriela
2388,Mouse,2,20,Elena
2389,Parlantes,14,110,Carlos
2390,Microfono,13,70,Gabriela
2391,RAM,12,90,Hugo
2392,Switch,3,95,Diego
2393,Microfono,14,70,Hugo
2394,Parlantes,6,110,Carlos
2395,Router,4,75,Hugo
2396,Router,18,75,Fernando
2397,Impresora,12,250,Fernando
2398,USB Hub,16,30,Diego
2399,Teclado,2,45,Gabriela
2400,Mouse,12,20,Isabel
2401,SSD,10,120,Jose
2402,Microfono,13,70,Ana
2403,Webcam,9,60,Ana
2404,RAM,3,90,Gabriela
2405,Tablet,8,350,Jose
2406,Auriculares,9,80,Carlos
2407,Router,14,75,Isabel
2408,Auriculares,6,80,Carlos
2409,RAM,4,90,Fernando
2410,Auriculares,19,80,Ana
2411,Mouse,20,20,Diego
2412,Tablet,5,350,Isabel
2413,SSD,10,120,Diego
2414,Laptop,11,1500,Hugo
2415,Tablet,14,350,Isabel
2416,Auriculares,5,80,Isabel
2417,RAM,20,90,Carlos
2418,Teclado,15,45,Jose
2419,Impresora,17,250,Gabriela
2420,Parlantes,19,110,Elena
2421,Laptop,5,1500,Beatriz
2422,SSD,11,120,Diego
2423,Laptop,1,1500,Hugo
2424,Router,5,75,Carlos
2425,Router,3,75,Diego
2426,Router,17,75,Elena
2427,Auriculares,12,80,Gabriela
2428,Mouse,5,20,Hugo
2429,Microfono,19,70,Hugo
2430,USB Hub,16,30,Fernando
2431,Monitor,4,200,Diego
2432,Monitor,11,200,Beatriz
2433,Auriculares,5,80,Carlos
2434,Parlantes,13,110,Hugo
2435,SSD,3,120,Hugo
2436,Tablet,2,350,Diego
2437,Microfono,12,70,Hugo
2438,Tablet,13,350,Fernando
2439,Impresora,18,250,Elena
2440,USB Hub,14,30,Hugo
2441,Switch,10,95,Fernando
2442,Impresora,16,250,Jose
2443,Webcam,15,60,Hugo
2444,Webcam,12,60,Gabriela
2445,USB Hub,11,30,Fernando
2446,Teclado,20,45,Jose
2447,Tablet,3,350,Carlos
2448,USB Hub,10,30,Fernando
2449,Laptop,20,1500,Elena
2450,Microfono,6,70,Jose
2451,USB Hub,1,30,Carlos
2452,Auriculares,10,80,Elena
2453,Auriculares,13,80,Jose
2454,USB Hub,19,30,Fernando
2455,Webcam,15,60,Elena
2456,Tablet,8,350,Fernando
2457,Mouse,3,20,Gabriela
2458,Tablet,20,350,Fernando
2459,Switch,9,95,Elena
2460,Mouse,18,20,Elena
2461,Auriculares,1,80,Diego
2462,Parlantes,6,110,Fernando
2463,USB Hub,5,30,Diego
2464,Auriculares,11,80,Elena
2465,Webcam,20,60,Carlos
2466,SSD,7,120,Hugo
2467,Tablet,10,350,Hugo
2468,Auriculares,5,80,Diego
2469,Parlantes,20,110,Fernando
2470,Auriculares,19,80,Beatriz
2471,Monitor,17,200,Elena
2472,Mouse,16,20,Gabriela
2473,Microfono,10,70,Gabriela
2474,Impresora,12,250,Hugo
2475,Router,10,75,Carlos
2476,Webcam,16,60,Isabel
2477,Impresora,1,250,Diego
2478,Mouse,11,20,Jose
2479,Webcam,4,60,Hugo
2480,Laptop,19,1500,Ana
2481,Monitor,8,200,Isabel
2482,Monitor,17,200,Ana
2483,SSD,15,120,Diego
2484,Teclado,5,45,Carlos
2485,Router,18,75,Carlos
2486,Router,2,75,Gabriela
2487,Switch,6,95,Ana
2488,Router,5,75,Carlos
2489,Switch,14,95,Isabel
2490,Monitor,3,200,Jose
2491,Laptop,5,1500,Elena
2492,Microfono,12,70,Elena
2493,USB Hub,18,30,Ana
2494,Webcam,20,60,Elena
2495,Tablet,1,350,Elena
2496,Router,16,75,Beatriz
2497,Teclado,19,45,Diego
2498,USB Hub,11,30,Elena
2499,Impresora,15,250,Jose
2500,Auriculares,18,80,Beatriz
2501,Laptop,17,1500,Jose
2502,Laptop,19,1500,Gabriela
2503,USB Hub,9,30,Fernando
2504,Microfono,2,70,Elena
2505,Laptop,15,1500,Fernando
2506,Mouse,14,20,Beatriz
2507,Laptop,3,1500,Ana
2508,Teclado,18,45,Beatriz
2509,Switch,4,95,Fernando
2510,Tablet,11,350,Carlos
2511,Auriculares,3,80,Carlos
2512,Laptop,9,1500,Isabel
2513,Mouse,18,20,Diego
2514,Impresora,10,250,Elena
2515,Router,9,75,Hugo
2516,Webcam,15,60,Fernando
2517,Teclado,14,45,Isabel
2518,Parlantes,1,110,Elena
2519,SSD,5,120,Gabriela
2520,Mouse,5,20,Hugo
2521,Impresora,11,250,Carlos
2522,Monitor,8,200,Gabriela
2523,Switch,20,95,Beatriz
2524,Impresora,16,250,Fernando
2525,Webcam,16,60,Beatriz
2526,Laptop,15,1500,Diego
2527,Impresora,20,250,Beatriz
2528,Router,15,75,Jose
2529,Monitor,1,200,Fernando
2530,Switch,6,95,Diego
2531,Auriculares,8,80,Beatriz
2532,Parlantes,4,110,Jose
2533,Webcam,12,60,Carlos
2534,Impresora,2,250,Diego
2535,RAM,16,90,Isabel
2536,Webcam,8,60,Hugo
2537,Teclado,2,45,Diego
2538,Auriculares,2,80,Carlos
2539,SSD,18,120,Elena
2540,Switch,8,95,Gabriela
2541,Monitor,7,200,Beatriz
2542,Monitor,11,200,Ana
2543,RAM,6,90,Isabel
2544,SSD,6,120,Elena
2545,USB Hub,15,30,Beatriz
2546,Teclado,4,45,Gabriela
2547,Switch,2,95,Diego
2548,Mouse,3,20,Carlos
2549,Parlantes,10,110,Elena
2550,Router,5,75,Beatriz
2551,USB Hub,4,30,Beatriz
2552,RAM,18,90,Elena
2553,Switch,5,95,Fernando
2554,Impresora,20,250,Jose
2555,Webcam,14,60,Carlos
2556,SSD,13,120,Hugo
2557,USB Hub,10,30,Diego
2558,Tablet,12,350,Gabriela
2559,Impresora,14,250,Jose
2560,Router,13,75,Jose
2561,SSD,18,120,Beatriz
2562,Parlantes,14,110,Diego
2563,Impresora,19,250,Elena
2564,SSD,20,120,Hugo
2565,Webcam,12,60,Hugo
2566,Switch,20,95,Fernando
2567,USB Hub,16,30,Beatriz
2568,Impresora,15,250,Gabriela
2569,Webcam,16,60,Fernando
2570,Mouse,5,20,Ana
2571,Tablet,3,350,Jose
2572,Teclado,4,45,Elena
2573,Parlantes,18,110,Hugo
2574,Impresora,6,250,Ana
2575,Teclado,14,45,Hugo
2576,Impresora,8,250,Isabel
2577,Mouse,16,20,Jose
2578,Switch,8,95,Ana
2579,Laptop,2,1500,Diego
2580,Auriculares,18,80,Fernando
2581,Webcam,3,60,Fernando
2582,Laptop,7,1500,Diego
2583,Tablet,13,350,Hugo
2584,Tablet,16,350,Carlos
2585,Monitor,12,200,Fernando
2586,Tablet,16,350,Isabel
2587,Switch,6,95,Beatriz
2588,Mouse,10,20,Jose
2589,Webcam,11,60,Ana
2590,Microfono,14,70,Elena
2591,Laptop,1,1500,Elena
2592,Webcam,20,60,Beatriz
2593,Webcam,9,60,Fernando
2594,SSD,14,120,Isabel
2595,Microfono,16,70,Beatriz
2596,Auriculares,13,80,Diego
2597,Switch,19,95,Jose
2598,Tablet,7,350,Beatriz
2599,Impresora,19,250,Ana
2600,Switch,12,95,Jose
2601,Teclado,19,45,Diego
2602,Parlantes,8,110,Jose
2603,Webcam,7,60,Elena
2604,Router,5,75,Isabel
2605,SSD,13,120,Hugo
2606,Laptop,13,1500,Fernando
2607,Teclado,9,45,Elena
2608,SSD,6,120,Elena
2609,USB Hub,3,30,Ana
2610,SSD,16,120,Beatriz
2611,Parlantes,18,110,Isabel
2612,Microfono,20,70,Jose
2613,Webcam,5,60,Isabel
2614,Switch,8,95,Diego
2615,Teclado,8,45,Isabel
2616,SSD,12,120,Fernando
2617,Microfono,20,70,Fernando
2618,Impresora,10,250,Beatriz
2619,Impresora,4,250,Carlos
2620,RAM,1,90,Isabel
2621,Teclado,6,45,Jose
2622,Tablet,11,350,Diego
2623,Teclado,4,45,Diego
2624,Laptop,9,1500,Elena
2625,Impresora,12,250,Diego
2626,Parlantes,4,110,Beatriz
2627,Webcam,6,60,Hugo
2628,Teclado,16,45,Gabriela
2629,Teclado,13,45,Hugo
2630,Webcam,15,60,Fernando
2631,Webcam,18,60,Ana
2632,Teclado,11,45,Elena
2633,Switch,12,95,Carlos
2634,USB Hub,9,30,Fernando
2635,Monitor,10,200,Jose
2636,Auriculares,3,80,Beatriz
2637,Laptop,20,1500,Gabriela
2638,Auriculares,12,80,Ana
2639,Parlantes,15,110,Elena
2640,Router,15,75,Jose
2641,Microfono,16,70,Hugo
2642,Impresora,14,250,Beatriz
2643,Microfono,2,70,Gabriela
2644,Impresora,18,250,Elena
2645,Tablet,9,350,Ana
2646,Microfono,11,70,Diego
2647,Webcam,18,60,Carlos
2648,Monitor,15,200,Gabriela
2649,Impresora,19,250,Beatriz
2650,Parlantes,9,110,Ana
2651,Teclado,3,45,Ana
2652,Microfono,9,70,Hugo
2653,Switch,12,95,Isabel
2654,Monitor,2,200,Jose
2655,Router,3,75,Carlos
2656,RAM,8,90,Jose
2657,Webcam,18,60,Isabel
2658,Tablet,4,350,Jose
2659,Parlantes,9,110,Gabriela
2660,RAM,13,90,Beatriz
2661,USB Hub,20,30,Diego
2662,RAM,12,90,Ana
2663,Microfono,6,70,Jose
2664,Switch,13,95,Elena
2665,Mouse,15,20,Jose
2666,Microfono,12,70,Hugo
2667,Teclado,15,45,Carlos
2668,Teclado,15,45,Jose
2669,Switch,15,95,Carlos
